channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
2;3;1;-1;-1;-1;0;0;1200;48.200981666666664;-4.491178333333333;0.0;0;357.3999938964844;239;0;0;0;-1;671315.537567138;172.9998
1;3;1;-1;-1;-1;0;0;1154;48.200915;-4.4911433333333335;0.20000000298023224;0;285.1000061035156;248;0;0;0;-1;671494.317230224;178.7797
1;5;-1;-1;-1;-1;-1;-1;1442;-1;-1;-1;0;-1;-1;-1;-1;-1;0;671501.98336792;7.6661
2;3;1;-1;-1;-1;0;0;1138;48.20096;-4.491186666666667;0.20000000298023224;0;315.3999938964844;253;0;0;0;-1;671673.877105712;171.8937
1;3;1;-1;-1;-1;0;0;1225;48.20117166666667;-4.491395;0.6000000238418579;0;332.29998779296875;243;0;0;0;-1;671856.197387695;182.3203
2;5;-1;-1;-1;-1;-1;-1;1394;-1;-1;-1;2;-1;-1;-1;-1;-1;0;671860.717071533;4.5197
2;3;1;-1;-1;-1;0;0;1227;48.20138166666667;-4.49154;0.20000000298023224;0;296.6000061035156;238;0;0;0;-1;672036.258697509;175.5416
1;3;1;-1;-1;-1;0;0;1245;48.20146833333333;-4.49154;0.20000000298023224;0;11.699999809265137;230;0;0;0;-1;672216.739715575;180.481
1;5;-1;-1;-1;-1;-1;-1;1437;-1;-1;-1;0;-1;-1;-1;-1;-1;0;672221.85848999;5.1188
2;3;1;-1;-1;-1;0;0;1206;48.20131333333333;-4.491528333333333;0.20000000298023224;0;68.9000015258789;230;0;0;0;-1;672395.698547362;173.8401
1;3;1;-1;-1;-1;0;0;1141;48.20113166666667;-4.491203333333333;0.20000000298023224;0;246.1999969482422;238;0;0;0;-1;672573.956909179;178.2584
2;5;-1;-1;-1;-1;-1;-1;1485;-1;-1;-1;0;-1;-1;-1;-1;-1;0;672583.139343261;9.1824
2;3;1;-1;-1;-1;0;0;1204;48.20090166666667;-4.491201666666667;0.10000000149011612;0;111.30000305175781;247;0;0;0;-1;672755.637420653;172.4981
1;3;1;-1;-1;-1;0;0;1126;48.200878333333335;-4.491033333333333;0.10000000149011612;0;351.8999938964844;249;0;0;0;-1;672933.557098388;177.9197
1;5;-1;-1;-1;-1;-1;-1;1488;-1;-1;-1;0;-1;-1;-1;-1;-1;0;672943.218139648;9.661
2;3;1;-1;-1;-1;0;0;1144;48.200925;-4.491126666666666;0.10000000149011612;0;350.20001220703125;251;0;0;0;-1;673114.039672851;170.8215
1;3;1;-1;-1;-1;0;0;1211;48.20104166666667;-4.491285;0.4000000059604645;0;320.20001220703125;249;0;0;0;-1;673295.817687987;181.778
2;5;-1;-1;-1;-1;-1;-1;1448;-1;-1;-1;0;-1;-1;-1;-1;-1;0;673302.137878417;6.3202
2;3;1;-1;-1;-1;0;0;1232;48.20122666666666;-4.49134;0.20000000298023224;0;48.599998474121094;242;0;0;0;-1;673476.377502441;174.2396
1;3;1;-1;-1;-1;0;0;1124;48.201295;-4.491501666666666;0.20000000298023224;0;207.10000610351562;228;0;0;0;-1;673653.519439696;177.1419
1;5;-1;-1;-1;-1;-1;-1;1383;-1;-1;-1;0;-1;-1;-1;-1;-1;0;673660.416961669;6.8975
2;3;1;-1;-1;-1;0;0;1153;48.201076666666665;-4.491243333333333;0.6000000238418579;0;140.10000610351562;238;0;0;0;-1;673834.278106688;173.8611
1;3;1;-1;-1;-1;0;0;1217;48.20092;-4.491125;0.10000000149011612;0;270.3999938964844;250;0;0;0;-1;674015.977630615;181.6995
2;5;-1;-1;-1;-1;-1;-1;1413;-1;-1;-1;0;-1;-1;-1;-1;-1;0;674021.197601318;5.22
2;3;1;-1;-1;-1;0;0;1260;48.20088166666667;-4.4911;0.20000000298023224;0;75.80000305175781;251;0;0;0;-1;674197.117095947;175.9195
1;3;1;-1;-1;-1;0;0;1255;48.200936666666664;-4.491186666666667;0.10000000149011612;0;152.0;243;0;0;0;-1;674376.98184204;179.8647
1;5;-1;-1;-1;-1;-1;-1;1488;-1;-1;-1;2;-1;-1;-1;-1;-1;0;674383.197235107;6.2154
2;3;1;-1;-1;-1;0;0;1140;48.20095333333333;-4.49111;0.10000000149011612;0;51.400001525878906;247;0;0;0;-1;674553.916870116;170.7196
1;3;1;-1;-1;-1;0;0;1216;48.20090666666667;-4.491105;0.20000000298023224;0;109.0;244;0;0;0;-1;674735.940399169;182.0235
2;5;-1;-1;-1;-1;-1;-1;1411;-1;-1;-1;2;-1;-1;-1;-1;-1;0;674741.156829833;5.2164
1;3;1;-1;-1;-1;0;0;1214;48.20048666666667;-4.49096;0.20000000298023224;0;89.30000305175781;254;0;0;0;-1;675095.898468017;354.7416
1;5;-1;-1;-1;-1;-1;-1;1379;-1;-1;-1;2;-1;-1;-1;-1;-1;0;675100.298187255;4.3997
2;3;1;-1;-1;-1;0;0;1263;48.20041666666667;-4.490888333333333;0.5;0;344.5;264;0;0;0;-1;675277.196868896;176.8987
1;3;1;-1;-1;-1;0;0;1227;48.200565;-4.491098333333333;0.30000001192092896;0;340.29998779296875;263;0;0;0;-1;675456.237457275;179.0406
2;5;-1;-1;-1;-1;-1;-1;1490;-1;-1;-1;0;-1;-1;-1;-1;-1;0;675463.240905761;7.0034
2;3;1;-1;-1;-1;0;0;1216;48.20081166666667;-4.49106;0.4000000059604645;0;28.799999237060547;255;0;0;0;-1;675635.938140869;172.6972
1;3;1;-1;-1;-1;0;0;1205;48.20105;-4.491275;0.30000001192092896;0;312.70001220703125;240;0;0;0;-1;675815.641235351;179.7031
1;5;-1;-1;-1;-1;-1;-1;1406;-1;-1;-1;2;-1;-1;-1;-1;-1;0;675821.003601073;5.3624
2;3;1;-1;-1;-1;0;0;1177;48.20106166666667;-4.491326666666667;0.10000000149011612;0;39.29999923706055;229;0;0;0;-1;675994.917785644;173.9142
1;3;1;-1;-1;-1;0;0;1218;48.200795;-4.49107;0.30000001192092896;0;174.89999389648438;249;0;0;0;-1;676175.998596191;181.0808
2;5;-1;-1;-1;-1;-1;-1;1439;-1;-1;-1;2;-1;-1;-1;-1;-1;0;676181.882385254;5.8838
2;3;1;-1;-1;-1;0;0;1204;48.200715;-4.491068333333334;0.10000000149011612;0;250.3000030517578;253;0;0;0;-1;676355.61743164;173.735
1;3;1;-1;-1;-1;0;0;1124;48.20076;-4.49098;0.10000000149011612;0;22.799999237060547;247;0;0;0;-1;676533.477630615;177.8602
1;5;-1;-1;-1;-1;-1;-1;1425;-1;-1;-1;0;-1;-1;-1;-1;-1;0;676541.503295898;8.0257
2;3;1;-1;-1;-1;0;0;1254;48.20057666666667;-4.491071666666667;0.30000001192092896;0;172.3000030517578;249;0;0;0;-1;676716.956604003;175.4533
1;3;1;-1;-1;-1;0;0;1133;48.200415;-4.490903333333334;0.10000000149011612;0;149.1999969482422;264;0;0;0;-1;676893.718048095;176.7614
2;5;-1;-1;-1;-1;-1;-1;1442;-1;-1;-1;2;-1;-1;-1;-1;-1;0;676901.958038329;8.24
2;3;1;-1;-1;-1;0;0;1145;48.200493333333334;-4.4910033333333335;0.20000000298023224;0;321.8999938964844;261;0;0;0;-1;677074.037963867;172.0799
1;3;1;-1;-1;-1;0;0;1268;48.200676666666666;-4.490981666666666;0.4000000059604645;0;28.700000762939453;256;0;0;0;-1;677257.321166992;183.2832
1;5;-1;-1;-1;-1;-1;-1;1389;-1;-1;-1;0;-1;-1;-1;-1;-1;0;677260.556365966;3.2352
2;3;1;-1;-1;-1;0;0;1152;48.20079833333333;-4.491071666666667;0.20000000298023224;0;271.5;249;0;0;0;-1;677434.219726562;173.6634
1;3;1;-1;-1;-1;0;0;1229;48.20088166666667;-4.491036666666667;0.10000000149011612;0;25.0;247;0;0;0;-1;677616.276794433;182.0571
2;5;-1;-1;-1;-1;-1;-1;1377;-1;-1;-1;0;-1;-1;-1;-1;-1;0;677620.237091064;3.9603
2;3;1;-1;-1;-1;0;0;1158;48.200875;-4.491055;0.20000000298023224;0;176.0;245;0;0;0;-1;677794.378173827;174.1411
1;3;1;-1;-1;-1;0;0;1155;48.20075666666666;-4.490981666666666;0.20000000298023224;0;88.19999694824219;250;0;0;0;-1;677974.297760009;179.9196
1;5;-1;-1;-1;-1;-1;-1;1495;-1;-1;-1;2;-1;-1;-1;-1;-1;0;677983.377777099;9.08
2;3;1;-1;-1;-1;0;0;1197;48.200673333333334;-4.491018333333333;0.20000000298023224;0;288.0;258;0;0;0;-1;678155.416839599;172.0391
1;3;1;-1;-1;-1;0;0;1125;48.20076666666667;-4.491165;0.30000001192092896;0;17.5;255;0;0;0;-1;678333.520660399;178.1038
2;5;-1;-1;-1;-1;-1;-1;1503;-1;-1;-1;2;-1;-1;-1;-1;-1;0;678343.577789306;10.0571
2;3;1;-1;-1;-1;0;0;1171;48.20088666666667;-4.49106;0.10000000149011612;0;328.6000061035156;247;0;0;0;-1;678514.720581054;171.1428
1;3;1;-1;-1;-1;0;0;1256;48.20066166666667;-4.491155;0.4000000059604645;0;190.8000030517578;238;0;0;0;-1;678696.999298095;182.2787
1;5;-1;-1;-1;-1;-1;-1;1382;-1;-1;-1;2;-1;-1;-1;-1;-1;0;678700.357818603;3.3585
2;3;1;-1;-1;-1;0;0;1229;48.20026;-4.49092;0.5;0;151.60000610351562;255;0;0;0;-1;678876.280578613;175.9228
1;3;1;-1;-1;-1;0;0;1209;48.20003833333333;-4.490836666666667;0.5;0;219.60000610351562;273;0;0;0;-1;679055.740905761;179.4603
2;5;-1;-1;-1;-1;-1;-1;1501;-1;-1;-1;2;-1;-1;-1;-1;-1;0;679063.520477294;7.7796
2;3;1;-1;-1;-1;0;0;1212;48.20005833333333;-4.491086666666667;0.20000000298023224;0;155.10000610351562;274;0;0;0;-1;679235.818603515;172.2981
1;3;1;-1;-1;-1;0;0;1167;48.20023;-4.490971666666667;0.5;0;34.70000076293945;273;0;0;0;-1;679414.61856079;178.8
1;5;-1;-1;-1;-1;-1;-1;1505;-1;-1;-1;2;-1;-1;-1;-1;-1;0;679423.636505126;9.0179
2;3;1;-1;-1;-1;0;0;1193;48.20048333333333;-4.490921666666667;0.6000000238418579;0;354.0;258;0;0;0;-1;679595.300750732;171.6642
1;3;1;-1;-1;-1;0;0;1271;48.2006;-4.491066666666667;0.20000000298023224;0;352.5;244;0;0;0;-1;679777.379974364;182.0792
2;5;-1;-1;-1;-1;-1;-1;1386;-1;-1;-1;0;-1;-1;-1;-1;-1;0;679780.458953857;3.079
2;3;1;-1;-1;-1;0;0;1157;48.20049;-4.490971666666667;0.20000000298023224;0;81.5999984741211;255;0;0;0;-1;679954.340301513;173.8813
1;3;1;-1;-1;-1;0;0;1192;48.200356666666664;-4.490895;0.20000000298023224;0;292.20001220703125;262;0;0;0;-1;680135.280151367;180.9398
1;5;-1;-1;-1;-1;-1;-1;1376;-1;-1;-1;2;-1;-1;-1;-1;-1;0;680140.198181152;4.918
2;3;1;-1;-1;-1;0;0;1160;48.20028166666667;-4.490923333333333;0.10000000149011612;0;103.30000305175781;263;0;0;0;-1;680314.417724608;174.2195
1;3;1;-1;-1;-1;0;0;1176;48.20030166666667;-4.4908383333333335;0.20000000298023224;0;194.6999969482422;261;0;0;0;-1;680494.858703613;180.441
2;5;-1;-1;-1;-1;-1;-1;1490;-1;-1;-1;2;-1;-1;-1;-1;-1;0;680503.218231201;8.3595
2;3;1;-1;-1;-1;0;0;1144;48.20028166666667;-4.490963333333333;0.20000000298023224;0;218.10000610351562;263;0;0;0;-1;680673.997833252;170.7796
1;3;1;-1;-1;-1;0;0;1233;48.20032833333333;-4.490973333333334;0.10000000149011612;0;299.8999938964844;268;0;0;0;-1;680856.359893798;182.3621
1;5;-1;-1;-1;-1;-1;-1;1425;-1;-1;-1;2;-1;-1;-1;-1;-1;0;680861.496795653;5.1369
2;3;1;-1;-1;-1;0;0;1243;48.20045666666667;-4.490963333333333;0.4000000059604645;0;6.900000095367432;261;0;0;0;-1;681036.638427734;175.1416
1;3;1;-1;-1;-1;0;0;1244;48.200595;-4.490971666666667;0.10000000149011612;0;279.0;252;0;0;0;-1;681216.657562255;180.0191
2;5;-1;-1;-1;-1;-1;-1;1410;-1;-1;-1;2;-1;-1;-1;-1;-1;0;681221.097351073;4.4398
1;3;1;-1;-1;-1;0;0;1137;48.200586666666666;-4.490958333333333;0.30000001192092896;0;164.60000610351562;256;0;0;0;-1;681573.797332763;352.7
1;5;-1;-1;-1;-1;-1;-1;1482;-1;-1;-1;0;-1;-1;-1;-1;-1;0;681583.020385741;9.2231
2;3;1;-1;-1;-1;0;0;1123;48.200625;-4.490968333333333;0.20000000298023224;0;326.1000061035156;253;0;0;0;-1;681753.438446044;170.4181
1;3;1;-1;-1;-1;0;0;1176;48.20059666666667;-4.491;0.30000001192092896;0;346.70001220703125;252;0;0;0;-1;681934.837860107;181.3994
2;5;-1;-1;-1;-1;-1;-1;1483;-1;-1;-1;0;-1;-1;-1;-1;-1;0;681943.036468505;8.1986
2;3;1;-1;-1;-1;0;0;1252;48.20057666666667;-4.490935;0.10000000149011612;0;27.899999618530273;254;0;0;0;-1;682116.861022949;173.8246
1;3;1;-1;-1;-1;0;0;1173;48.200516666666665;-4.49106;0.30000001192092896;0;265.70001220703125;256;0;0;0;-1;682294.756896972;177.8959
1;5;-1;-1;-1;-1;-1;-1;1522;-1;-1;-1;2;-1;-1;-1;-1;-1;0;682304.062713623;9.3058
2;3;1;-1;-1;-1;0;0;1263;48.200448333333334;-4.491063333333333;0.20000000298023224;0;97.5999984741211;265;0;0;0;-1;682477.157165527;173.0945
1;3;1;-1;-1;-1;0;0;1127;48.200556666666664;-4.490968333333333;0.20000000298023224;0;352.5;261;0;0;0;-1;682653.539154052;176.382
2;5;-1;-1;-1;-1;-1;-1;1444;-1;-1;-1;2;-1;-1;-1;-1;-1;0;682661.996643065;8.4575
2;3;1;-1;-1;-1;0;0;1186;48.200601666666664;-4.491051666666666;0.20000000298023224;0;12.600000381469727;248;0;0;0;-1;682835.098541259;173.1019
1;3;1;-1;-1;-1;0;0;1139;48.200515;-4.490901666666667;0.20000000298023224;0;159.89999389648438;253;0;0;0;-1;683013.858795166;178.7603
1;5;-1;-1;-1;-1;-1;-1;1457;-1;-1;-1;2;-1;-1;-1;-1;-1;0;683022.323089599;8.4643
2;3;1;-1;-1;-1;0;0;1218;48.200338333333335;-4.490995;0.5;0;191.3000030517578;259;0;0;0;-1;683195.956634521;173.6335
1;3;1;-1;-1;-1;0;0;1157;48.200111666666665;-4.490916666666666;0.4000000059604645;0;185.3000030517578;267;0;0;0;-1;683374.321014404;178.3644
2;5;-1;-1;-1;-1;-1;-1;1495;-1;-1;-1;0;-1;-1;-1;-1;-1;0;683383.3381958;9.0172
2;3;1;-1;-1;-1;0;0;1177;48.20003166666667;-4.490893333333333;0.30000001192092896;0;348.3999938964844;275;0;0;0;-1;683554.877471923;171.5393
1;3;1;-1;-1;-1;0;0;1153;48.20010833333333;-4.491025;0.10000000149011612;0;249.60000610351562;272;0;0;0;-1;683734.217559814;179.3401
1;5;-1;-1;-1;-1;-1;-1;1422;-1;-1;-1;0;-1;-1;-1;-1;-1;0;683741.397644043;7.1801
2;3;1;-1;-1;-1;0;0;1137;48.20023166666667;-4.490901666666667;0.4000000059604645;0;16.600000381469727;272;0;0;0;-1;683913.798309326;172.4007
1;3;1;-1;-1;-1;0;0;1209;48.20039333333333;-4.4910266666666665;0.20000000298023224;0;317.29998779296875;260;0;0;0;-1;684095.718383789;181.9201
2;5;-1;-1;-1;-1;-1;-1;1385;-1;-1;-1;2;-1;-1;-1;-1;-1;0;684100.398315429;4.6799
2;3;1;-1;-1;-1;0;0;1229;48.200496666666666;-4.49099;0.30000001192092896;0;36.400001525878906;256;0;0;0;-1;684276.237854003;175.8395
1;3;1;-1;-1;-1;0;0;1226;48.200498333333336;-4.490936666666666;0.10000000149011612;0;230.6999969482422;259;0;0;0;-1;684456.157287597;179.9194
1;5;-1;-1;-1;-1;-1;-1;1380;-1;-1;-1;2;-1;-1;-1;-1;-1;0;684460.260559081;4.1033
2;3;1;-1;-1;-1;0;0;1255;48.200475;-4.49106;0.0;0;187.89999389648438;260;0;0;0;-1;684636.939605712;176.679
2;5;-1;-1;-1;-1;-1;-1;1384;-1;-1;-1;2;-1;-1;-1;-1;-1;0;684820.379425048;183.4398
2;3;1;-1;-1;-1;0;0;1129;48.200736666666664;-4.491076666666666;0.4000000059604645;0;313.1000061035156;253;0;0;0;-1;684993.578643798;173.1992
1;3;1;-1;-1;-1;0;0;1189;48.200805;-4.49115;0.10000000149011612;0;94.19999694824219;248;0;0;0;-1;685175.178955078;181.6003
1;5;-1;-1;-1;-1;-1;-1;1428;-1;-1;-1;2;-1;-1;-1;-1;-1;0;685181.546539306;6.3676
2;3;1;-1;-1;-1;0;0;1211;48.20080166666666;-4.49109;0.20000000298023224;0;107.69999694824219;245;0;0;0;-1;685355.757080078;174.2105
1;3;1;-1;-1;-1;0;0;1245;48.20046;-4.491015;0.800000011920929;0;167.10000610351562;248;0;0;0;-1;685536.658081054;180.901
2;5;-1;-1;-1;-1;-1;-1;1449;-1;-1;-1;2;-1;-1;-1;-1;-1;0;685542.099700928;5.4416
2;3;1;-1;-1;-1;0;0;1207;48.19998666666667;-4.490953333333334;0.5;0;179.6999969482422;264;0;0;0;-1;685715.657714843;173.558
1;3;1;-1;-1;-1;0;0;1155;48.199686666666665;-4.490935;0.6000000238418579;0;194.3000030517578;280;0;0;0;-1;685894.258026123;178.6003
1;5;-1;-1;-1;-1;-1;-1;1444;-1;-1;-1;0;-1;-1;-1;-1;-1;0;685901.977294921;7.7193
2;3;1;-1;-1;-1;0;0;1207;48.19954333333333;-4.490996666666667;0.20000000298023224;0;202.8000030517578;288;0;0;0;-1;686075.641113281;173.6638
1;3;1;-1;-1;-1;0;0;1214;48.19960666666667;-4.49103;0.10000000149011612;0;20.899999618530273;292;0;0;0;-1;686255.83831787;180.1972
2;5;-1;-1;-1;-1;-1;-1;1453;-1;-1;-1;0;-1;-1;-1;-1;-1;0;686262.217346191;6.379
2;3;1;-1;-1;-1;0;0;1153;48.199785;-4.490991666666667;0.30000001192092896;0;10.199999809265137;283;0;0;0;-1;686434.19769287;171.9803
1;3;1;-1;-1;-1;0;0;1254;48.199963333333336;-4.490826666666667;0.10000000149011612;0;199.1999969482422;275;0;0;0;-1;686616.898376464;182.7007
1;5;-1;-1;-1;-1;-1;-1;1417;-1;-1;-1;2;-1;-1;-1;-1;-1;0;686621.241577148;4.3432
2;3;1;-1;-1;-1;0;0;1195;48.200158333333334;-4.4909316666666665;0.20000000298023224;0;303.5;262;0;0;0;-1;686795.317108153;174.0755
1;3;1;-1;-1;-1;0;0;1190;48.2002;-4.490975;0.20000000298023224;0;98.5999984741211;255;0;0;0;-1;686975.197265624;179.8802
2;5;-1;-1;-1;-1;-1;-1;1412;-1;-1;-1;2;-1;-1;-1;-1;-1;0;686981.117492675;5.9202
2;3;1;-1;-1;-1;0;0;1219;48.20006;-4.490858333333334;0.30000001192092896;0;187.3000030517578;266;0;0;0;-1;687155.957214355;174.8397
1;3;1;-1;-1;-1;0;0;1176;48.19993;-4.490935;0.20000000298023224;0;221.89999389648438;277;0;0;0;-1;687334.818939209;178.8617
1;5;-1;-1;-1;-1;-1;-1;1428;-1;-1;-1;0;-1;-1;-1;-1;-1;0;687341.539245605;6.7203
2;3;1;-1;-1;-1;0;0;1191;48.199936666666666;-4.490941666666667;0.4000000059604645;0;193.5;279;0;0;0;-1;687515.220489501;173.6812
2;5;-1;-1;-1;-1;-1;-1;1413;-1;-1;-1;2;-1;-1;-1;-1;-1;0;687701.139251709;185.9188
1;3;1;-1;-1;-1;0;0;1155;48.200026666666666;-4.490898333333333;0.30000001192092896;0;179.6999969482422;265;0;0;0;-1;688054.260009765;353.1208
1;5;-1;-1;-1;-1;-1;-1;1436;-1;-1;-1;2;-1;-1;-1;-1;-1;0;688061.758209228;7.4982
2;3;1;-1;-1;-1;0;0;1192;48.1998;-4.490868333333333;0.5;0;196.0;270;0;0;0;-1;688235.237487792;173.4793
1;3;1;-1;-1;-1;0;0;1255;48.199615;-4.490995;0.20000000298023224;0;209.10000610351562;283;0;0;0;-1;688416.91833496;181.6808
2;5;-1;-1;-1;-1;-1;-1;1497;-1;-1;-1;2;-1;-1;-1;-1;-1;0;688423.363311767;6.445
2;3;1;-1;-1;-1;0;0;1208;48.1996;-4.490953333333334;0.30000001192092896;0;18.899999618530273;289;0;0;0;-1;688595.658233642;172.2949
1;3;1;-1;-1;-1;0;0;1225;48.199713333333335;-4.490913333333333;0.30000001192092896;0;184.1999969482422;278;0;0;0;-1;688776.118041992;180.4598
1;5;-1;-1;-1;-1;-1;-1;1425;-1;-1;-1;2;-1;-1;-1;-1;-1;0;688781.443572998;5.3255
2;3;1;-1;-1;-1;0;0;1148;48.19980666666667;-4.490856666666667;0.10000000149011612;0;4.5;273;0;0;0;-1;688954.057006835;172.6134
1;3;1;-1;-1;-1;0;0;1186;48.19980666666667;-4.490938333333333;0.10000000149011612;0;191.6999969482422;275;0;0;0;-1;689135.077880859;181.0209
2;5;-1;-1;-1;-1;-1;-1;1455;-1;-1;-1;2;-1;-1;-1;-1;-1;0;689142.256896972;7.179
2;3;1;-1;-1;-1;0;0;1124;48.19977;-4.490876666666667;0.0;0;200.8000030517578;276;0;0;0;-1;689313.41744995;171.1606
1;3;1;-1;-1;-1;0;0;1246;48.19986;-4.490936666666666;0.30000001192092896;0;340.8999938964844;273;0;0;0;-1;689496.676971434;183.2595
1;5;-1;-1;-1;-1;-1;-1;1375;-1;-1;-1;4;-1;-1;-1;-1;-1;0;689500.100708008;3.4237
2;3;1;-1;-1;-1;0;0;1170;48.19985666666667;-4.49094;0.30000001192092896;0;12.0;272;0;0;0;-1;689674.643981933;174.5433
1;3;1;-1;-1;-1;0;0;1176;48.19988333333333;-4.490888333333333;0.10000000149011612;0;189.89999389648438;273;0;0;0;-1;689854.798217773;180.1542
2;5;-1;-1;-1;-1;-1;-1;1461;-1;-1;-1;4;-1;-1;-1;-1;-1;0;689862.397583008;7.5994
2;3;1;-1;-1;-1;0;0;1260;48.19992833333333;-4.490911666666666;0.10000000149011612;0;280.5;270;0;0;0;-1;690037.03729248;174.6397
1;3;1;-1;-1;-1;0;0;1160;48.1999;-4.490856666666667;0.0;0;10.899999618530273;269;0;0;0;-1;690214.378967284;177.3417
1;5;-1;-1;-1;-1;-1;-1;1499;-1;-1;-1;2;-1;-1;-1;-1;-1;0;690223.418884276;9.0399
2;3;1;-1;-1;-1;0;0;1253;48.199846666666666;-4.490915;0.10000000149011612;0;337.20001220703125;272;0;0;0;-1;690396.860534667;173.4417
1;3;1;-1;-1;-1;0;0;1246;48.19985666666667;-4.4909316666666665;0.30000001192092896;0;349.70001220703125;273;0;0;0;-1;690576.657836913;179.7973
2;5;-1;-1;-1;-1;-1;-1;1451;-1;-1;-1;2;-1;-1;-1;-1;-1;0;690582.139312744;5.4815
2;3;1;-1;-1;-1;0;0;1158;48.199875;-4.49089;0.10000000149011612;0;45.70000076293945;273;0;0;0;-1;690754.317596434;172.1783
1;3;1;-1;-1;-1;0;0;1191;48.19994666666667;-4.490835;0.20000000298023224;0;350.6000061035156;271;0;0;0;-1;690935.197784423;180.8802
1;5;-1;-1;-1;-1;-1;-1;1470;-1;-1;-1;0;-1;-1;-1;-1;-1;0;690942.626953124;7.4292
2;3;1;-1;-1;-1;0;0;1221;48.199981666666666;-4.490855;0.0;0;344.20001220703125;268;0;0;0;-1;691115.996765136;173.3698
1;3;1;-1;-1;-1;0;0;1170;48.19998833333333;-4.490831666666667;0.0;0;212.10000610351562;266;0;0;0;-1;691294.639526367;178.6428
2;5;-1;-1;-1;-1;-1;-1;1476;-1;-1;-1;2;-1;-1;-1;-1;-1;0;691302.798095703;8.1586
2;3;1;-1;-1;-1;0;0;1168;48.19999;-4.490888333333333;0.0;0;43.0;267;0;0;0;-1;691474.57723999;171.7791
1;3;1;-1;-1;-1;0;0;1194;48.19999;-4.49086;0.10000000149011612;0;23.100000381469727;269;0;0;0;-1;691655.279571533;180.7023
1;5;-1;-1;-1;-1;-1;-1;1500;-1;-1;-1;4;-1;-1;-1;-1;-1;0;691663.441802978;8.1622
2;3;1;-1;-1;-1;0;0;1127;48.20000833333334;-4.490876666666667;0.30000001192092896;0;336.70001220703125;268;0;0;0;-1;691833.477874755;170.0361
1;3;1;-1;-1;-1;0;0;1177;48.20002;-4.490876666666667;0.10000000149011612;0;343.79998779296875;266;0;0;0;-1;692014.818847656;181.341
2;5;-1;-1;-1;-1;-1;-1;1518;-1;-1;-1;0;-1;-1;-1;-1;-1;0;692023.905151367;9.0863
2;3;1;-1;-1;-1;0;0;1195;48.19999333333333;-4.4908383333333335;0.10000000149011612;0;191.60000610351562;266;0;0;0;-1;692195.297790527;171.3926
1;3;1;-1;-1;-1;0;0;1148;48.200003333333335;-4.490933333333333;0.20000000298023224;0;338.29998779296875;270;0;0;0;-1;692374.03817749;178.7404
1;5;-1;-1;-1;-1;-1;-1;1395;-1;-1;-1;2;-1;-1;-1;-1;-1;0;692380.636901855;6.5987
2;3;1;-1;-1;-1;0;0;1252;48.200003333333335;-4.490943333333333;0.0;0;199.3000030517578;270;0;0;0;-1;692556.819915771;176.183
1;3;1;-1;-1;-1;0;0;1272;48.20008333333333;-4.490833333333334;0.4000000059604645;0;19.299999237060547;269;0;0;0;-1;692737.340148925;180.5202
2;5;-1;-1;-1;-1;-1;-1;1398;-1;-1;-1;2;-1;-1;-1;-1;-1;0;692740.716827392;3.3767
2;3;1;-1;-1;-1;0;0;1154;48.20021833333333;-4.490876666666667;0.30000001192092896;0;341.8999938964844;263;0;0;0;-1;692914.197082519;173.4803
1;3;1;-1;-1;-1;0;0;1201;48.20028666666666;-4.490943333333333;0.20000000298023224;0;356.1000061035156;261;0;0;0;-1;693095.458190917;181.2611
1;5;-1;-1;-1;-1;-1;-1;1489;-1;-1;-1;2;-1;-1;-1;-1;-1;0;693103.139495849;7.6813
2;3;1;-1;-1;-1;0;0;1152;48.20037833333333;-4.490883333333334;0.20000000298023224;0;15.800000190734863;261;0;0;0;-1;693274.138702392;170.9992
1;3;1;-1;-1;-1;0;0;1252;48.20046833333333;-4.491033333333333;0.0;0;305.20001220703125;255;0;0;0;-1;693456.817474364;182.6788
2;5;-1;-1;-1;-1;-1;-1;1516;-1;-1;-1;0;-1;-1;-1;-1;-1;0;693463.857147217;7.0397
2;3;1;-1;-1;-1;0;0;1151;48.200478333333336;-4.490966666666667;0.20000000298023224;0;31.0;254;0;0;0;-1;693634.118652343;170.2615
1;3;1;-1;-1;-1;0;0;1224;48.200535;-4.490953333333334;0.20000000298023224;0;336.6000061035156;252;0;0;0;-1;693816.057769775;181.9391
1;5;-1;-1;-1;-1;-1;-1;1447;-1;-1;-1;3;-1;-1;-1;-1;-1;0;693822.001708984;5.9439
2;3;1;-1;-1;-1;0;0;1155;48.200565;-4.491031666666666;0.10000000149011612;0;35.400001525878906;253;0;0;0;-1;693994.217498779;172.2158
1;3;1;-1;-1;-1;0;0;1217;48.20053166666667;-4.491063333333333;0.20000000298023224;0;43.900001525878906;254;0;0;0;-1;694175.878356933;181.6609
2;5;-1;-1;-1;-1;-1;-1;1390;-1;-1;-1;2;-1;-1;-1;-1;-1;0;694180.481750487;4.6034
2;3;1;-1;-1;-1;0;0;1271;48.20063;-4.491015;0.20000000298023224;0;215.60000610351562;252;0;0;0;-1;694357.319488525;176.8377
1;3;1;-1;-1;-1;0;0;1144;48.20068833333333;-4.491113333333334;0.10000000149011612;0;325.0;247;0;0;0;-1;694533.916992187;176.5975
